STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-25,0.00,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-26,0.00,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-27,0.02,83,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-28,0.00,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-29,0.00,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-30,0.44,84,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-01,0.77,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-02,1.15,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-03,0.09,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-04,0.08,79,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-05,0.22,80,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-06,0.16,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-07,0.00,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-08,0.00,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-09,0.00,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-10,0.05,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-11,0.02,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-12,0.00,81,74
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-13,0.06,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-14,0.00,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-15,0.00,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-16,0.00,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-17,0.00,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-18,0.03,80,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-19,0.20,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-20,0.00,81,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-21,1.91,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-22,1.16,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-23,0.02,84,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-24,0.00,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-25,0.00,81,75
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-26,0.27,80,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-27,0.09,78,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-28,0.18,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-29,0.03,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-30,0.41,77,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-10-31,0.13,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-01,0.13,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-02,0.00,,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-03,1.13,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-04,1.21,73,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-05,0.57,75,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-06,0.61,76,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-07,0.47,76,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-08,0.00,80,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-09,0.00,79,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-10,0.07,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-11,0.00,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-12,0.03,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-13,0.18,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-14,0.01,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-15,0.85,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-16,0.13,77,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-17,0.00,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-18,0.00,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-19,0.19,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-20,0.00,82,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-21,0.03,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-22,0.01,77,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-23,0.00,77,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-24,0.00,79,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-25,0.13,79,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-26,0.00,78,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-27,0.01,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-28,0.43,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-29,0.23,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-11-30,0.02,77,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-01,1.35,79,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-02,0.16,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-03,0.47,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-04,0.00,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-05,0.00,79,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-06,0.00,79,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-07,0.00,79,58
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-08,0.00,78,57
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-09,0.07,80,58
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-10,1.72,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-11,0.89,73,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-12,0.31,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-13,0.22,76,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-14,0.02,78,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-15,0.00,80,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-16,0.00,79,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-17,0.00,79,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-18,0.00,78,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-19,2.77,80,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-20,3.06,71,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-21,0.71,74,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-22,0.02,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-23,0.23,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-24,0.02,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-25,3.14,79,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-26,2.49,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-27,0.13,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-28,0.58,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-29,0.06,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-30,0.04,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-12-31,0.10,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-01,0.38,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-02,0.01,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-03,0.07,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-04,0.00,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-05,0.08,77,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-06,0.16,78,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-07,0.00,74,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-08,0.01,73,56
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-09,0.00,76,56
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-10,0.00,80,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-11,0.34,74,56
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-12,0.02,75,55
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-13,8.81,77,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-14,0.55,77,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-15,0.02,82,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-16,0.00,79,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-17,0.13,78,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-18,0.00,77,59
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-19,0.07,74,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-20,0.10,78,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-21,0.04,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-22,0.00,80,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-23,0.00,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-24,0.00,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-25,0.03,77,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-26,0.00,79,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-27,0.00,78,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-28,0.00,78,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-29,0.02,79,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-30,0.00,79,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-01-31,0.07,80,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-01,0.00,76,59
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-02,0.00,77,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-03,0.00,81,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-04,0.00,81,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-05,0.00,81,58
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-06,0.00,81,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-07,1.33,76,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-08,1.43,74,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-09,0.00,80,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-10,0.00,79,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-11,0.98,80,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-12,0.98,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-13,1.47,73,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-14,0.00,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-15,0.00,80,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-16,0.84,77,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-17,0.07,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-18,0.53,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-19,0.00,82,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-20,2.69,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-21,0.01,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-22,0.03,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-23,0.00,81,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-24,1.06,81,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-25,0.03,81,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-26,0.00,79,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-27,0.01,80,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-02-28,0.00,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-01,0.03,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-02,0.00,78,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-03,0.69,73,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-04,1.25,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-05,0.26,80,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-06,1.51,74,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-07,0.01,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-08,0.39,77,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-09,0.01,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-10,2.39,74,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-11,0.34,77,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-12,0.01,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-13,0.01,78,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-14,0.00,81,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-15,0.00,81,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-16,0.00,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-17,0.04,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-18,0.09,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-19,0.17,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-20,0.17,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-21,0.00,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-22,0.10,78,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-23,0.17,77,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-24,0.21,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-25,0.02,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-26,0.02,77,58
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-27,0.10,74,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-28,0.00,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-29,0.09,77,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-30,0.04,77,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-03-31,0.00,79,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-01,0.40,79,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-02,0.09,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-03,0.01,80,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-04,0.01,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-05,0.01,80,54
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-06,0.25,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-07,0.95,78,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-08,0.50,79,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-09,0.32,79,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-10,0.00,79,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-11,0.00,79,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-12,0.00,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-13,0.03,78,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-14,0.18,83,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-15,0.06,83,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-16,0.12,82,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-17,0.00,85,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-18,0.00,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-19,0.00,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-20,0.00,81,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-21,0.00,82,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-22,0.00,82,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-23,0.00,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-24,0.02,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-25,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-26,0.15,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-27,0.05,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-28,0.00,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-29,0.06,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-04-30,0.41,80,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-01,0.03,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-02,1.58,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-03,0.40,80,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-04,0.14,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-05,0.16,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-06,0.94,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-07,1.50,74,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-08,3.14,74,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-09,1.18,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-10,0.36,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-11,1.33,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-12,0.14,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-13,0.02,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-14,0.00,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-15,0.00,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-16,0.00,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-17,0.05,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-18,0.64,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-19,0.11,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-20,0.01,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-21,0.09,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-22,0.06,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-23,0.10,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-24,0.00,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-25,0.01,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-26,0.01,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-27,0.23,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-28,0.03,80,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-29,0.08,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-30,0.02,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-05-31,0.01,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-01,0.22,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-02,0.42,79,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-03,0.33,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-04,5.01,,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-05,7.05,,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-06,0.03,,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-07,0.19,,
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-08,0.03,83,77
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-09,0.05,83,75
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-10,0.03,82,75
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-11,0.03,82,74
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-12,0.32,82,75
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-13,0.05,86,77
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-14,0.16,85,75
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-15,0.00,83,74
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-16,0.06,82,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-17,0.03,82,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-18,0.01,80,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2011-06-19,0.14,81,71
